"","startYear","genres","mean_ratings","count"
"293",1992,"Crime",6.83067577828398,1317
"294",1992,"Documentary",7.12360616844603,843
"295",1992,"Drama",6.85292450399382,3881
"296",1992,"Family",7.06808873720137,1172
"297",1992,"Fantasy",6.7445871559633,545
"298",1992,"Game-Show",6.93882352941176,85
"299",1992,"History",7.25016611295681,301
"300",1992,"Horror",5.64587912087912,364
"301",1992,"Music",7.24915254237288,413
"302",1992,"Musical",6.75540540540541,74
"303",1992,"Mystery",7.06137931034483,435
"304",1992,"News",5.87105263157895,38
"305",1992,"Romance",6.53239740820734,926
"306",1992,"Sci-Fi",6.36489361702128,282
"307",1992,"Short",6.59237012987013,616
"308",1992,"Sport",6.76623376623377,231
"309",1992,"Talk-Show",6.24444444444444,99
"310",1992,"Thriller",5.6976253298153,379
"311",1992,"War",7.02991452991453,117
"312",1992,"Western",7.08636363636364,44
"313",1993,"Action",6.76009538950715,1887
"314",1993,"Adult",6.30644599303136,574
"315",1993,"Adventure",7.18787706317587,1757
"316",1993,"Animation",7.29629147690306,1537
"317",1993,"Biography",7.10245098039216,204
"318",1993,"Comedy",7.06883243771373,4094
"319",1993,"Crime",6.95122273628553,1513
"320",1993,"Documentary",7.16536748329621,898
"321",1993,"Drama",6.93531376759723,4191
"322",1993,"Family",7.15480620155039,1290
"323",1993,"Fantasy",6.81482213438735,506
"324",1993,"Game-Show",6.67107438016529,121
"325",1993,"History",7.19651162790698,172
"326",1993,"Horror",5.72547770700637,314
"327",1993,"Music",7.29744680851064,470
"328",1993,"Musical",6.5641975308642,81
"329",1993,"Mystery",7.27781456953642,604
"330",1993,"News",6.05106382978723,47
"331",1993,"Romance",6.62842696629213,890
"332",1993,"Sci-Fi",6.3420245398773,326
"333",1993,"Short",6.56772793053546,691
"334",1993,"Sport",6.4487012987013,308
"335",1993,"Talk-Show",6.20246913580247,81
"336",1993,"Thriller",5.65288220551378,399
"337",1993,"War",6.50574712643678,87
"338",1993,"Western",7.04852941176471,68
"339",1994,"Action",6.75739206279983,2293
"340",1994,"Adult",6.3875,616
"341",1994,"Adventure",7.15920930232558,2150
"342",1994,"Animation",7.31953955135773,1694
"343",1994,"Biography",6.86268656716418,201
"344",1994,"Comedy",7.06714453584019,4255
"345",1994,"Crime",6.9934396076027,1631
"346",1994,"Documentary",7.18310749774164,1107
"347",1994,"Drama",6.90936872629935,4483
"348",1994,"Family",7.15595588235294,1360
"349",1994,"Fantasy",6.80910683012259,571
"350",1994,"Game-Show",7.28364779874214,159
"351",1994,"History",7.36028037383178,214
"352",1994,"Horror",5.73046357615894,302
"353",1994,"Music",7.34447058823529,425
"354",1994,"Musical",7.20967741935484,93
"355",1994,"Mystery",7.09176829268293,656
"356",1994,"News",6.00526315789474,57
"357",1994,"Romance",6.73022312373225,986
"358",1994,"Sci-Fi",6.31967213114754,366
"359",1994,"Short",6.60054794520548,730
"360",1994,"Sport",6.71163522012579,318
"361",1994,"Talk-Show",6.38,115
"362",1994,"Thriller",5.76780821917808,438
"363",1994,"War",7.11775700934579,107
"364",1994,"Western",6.86039603960396,101
"365",1995,"Action",6.90427176566314,2458
"366",1995,"Adult",6.39351988217968,679
"367",1995,"Adventure",7.32454702329594,2318
"368",1995,"Animation",7.43774062816616,1974
"369",1995,"Biography",6.89806451612903,310
"370",1995,"Comedy",7.10939471839215,4279
"371",1995,"Crime",7.03913305237809,1661
"372",1995,"Documentary",7.14599504541701,1211
"373",1995,"Drama",6.96751907609816,4849
"374",1995,"Family",7.11898016997167,1412
"375",1995,"Fantasy",7.00179856115108,556
"376",1995,"Game-Show",7.46372549019608,102
"377",1995,"History",7.42961956521739,368
"378",1995,"Horror",5.6267029972752,367
"379",1995,"Music",7.43630705394191,482
"380",1995,"Musical",6.75365853658537,82
"381",1995,"Mystery",7.11926229508197,732
"382",1995,"News",6.23181818181818,66
"383",1995,"Romance",6.80464216634429,1034
"384",1995,"Sci-Fi",6.29800884955752,452
"385",1995,"Short",6.6487684729064,812
"386",1995,"Sport",6.62269736842105,304
"387",1995,"Talk-Show",6.84150943396226,159
"388",1995,"Thriller",5.82674199623352,531
"389",1995,"War",7.43155339805825,206
"390",1995,"Western",7.35633802816901,142
"391",1996,"Action",6.92350443844076,2591
"392",1996,"Adult",6.48270676691729,532
"393",1996,"Adventure",7.19391143911439,2168
"394",1996,"Animation",7.33894255210981,1967
"395",1996,"Biography",6.72935153583618,293
"396",1996,"Comedy",7.06263374485597,4860
"397",1996,"Crime",7.05163288288288,1776
"398",1996,"Documentary",7.20030326004549,1319
"399",1996,"Drama",6.97454508280515,4891
"400",1996,"Family",7.22015838732901,1389
"401",1996,"Fantasy",6.829793977813,631
"402",1996,"Game-Show",7.11801801801802,111
