"year","genres","mean_ratings","count"
2014,"Animation",7.2854564132668,6814
2014,"Biography",7.29029850746269,1608
2014,"Comedy",7.15222017939718,17949
2014,"Crime",7.36831924882629,5325
2014,"Documentary",7.38915503129514,8308
2014,"Drama",7.20394838556223,16817
2014,"Family",7.14020085209982,3286
2014,"Fantasy",7.16822388717497,2269
2014,"History",7.52755102040816,2254
2014,"Horror",6.17492354740061,2616
2014,"Music",7.20129259694477,1702
2014,"Musical",7.08025078369906,319
2014,"Mystery",7.19429037520392,2452
2014,"Other",7.12524822695035,2820
2014,"Romance",7.11639458955224,4288
2014,"Sci-Fi",6.95948372615039,1782
2014,"Short",7.05667289182589,6961
2014,"Sport",7.24090909090909,946
2014,"Talk-Show",6.97519337016575,1810
2014,"Thriller",6.45830748781568,2257
2014,"War",7.6472049689441,644
2015,"Action",7.13364589078875,7252
2015,"Adult",6.31841620626151,543
2015,"Adventure",7.24597775270031,6203
2015,"Animation",7.34520665901263,6968
2015,"Biography",7.25283687943262,1692
2015,"Comedy",7.10937313432836,18425
2015,"Crime",7.36181246726035,5727
2015,"Documentary",7.27831069108092,8465
2015,"Drama",7.18420184321311,17578
2015,"Family",7.16811286407767,3296
2015,"Fantasy",7.26320754716981,2544
2015,"History",7.37447432762836,2045
2015,"Horror",6.17671794871795,2925
2015,"Music",7.10292807129217,1571
2015,"Musical",7.01289398280802,349
2015,"Mystery",7.15569230769231,2600
2015,"Other",7.03975862068965,2900
2015,"Romance",7.10870503597122,4170
2015,"Sci-Fi",6.85981912144703,1548
2015,"Short",7.03921810699589,7290
2015,"Sport",7.29567567567568,925
2015,"Talk-Show",6.87754090233019,2017
2015,"Thriller",6.50216503267974,2448
2015,"War",7.31216545012165,411
2016,"Action",7.21536398981097,7459
2016,"Adult",6.73098039215686,510
2016,"Adventure",7.34394400486914,6572
2016,"Animation",7.32618337440021,7711
2016,"Biography",7.3350443599493,1578
2016,"Comedy",7.14320900060815,19732
2016,"Crime",7.3630594629156,6256
2016,"Documentary",7.33872743284897,9084
2016,"Drama",7.24628003575372,19019
2016,"Family",7.19309242085066,3127
2016,"Fantasy",7.26647123488457,2729
2016,"History",7.49922161172161,2184
2016,"Horror",6.12345337026777,3249
2016,"Music",7.22904516866781,1749
2016,"Musical",7.17602739726027,438
2016,"Mystery",7.13700374531835,2670
2016,"Other",7.06020976728941,3051
2016,"Romance",7.18654359430605,4496
2016,"Sci-Fi",6.8805023923445,1672
2016,"Short",7.11547174358356,8299
2016,"Sport",7.19232673267327,1212
2016,"Talk-Show",6.81327294210319,2539
2016,"Thriller",6.40405819295559,2612
2016,"War",7.46635294117647,425
